traj_uid,task_text,rows,episode_reward,episode_length,valid_rate
57b0f1cc-1799-4314-9f66-c317a64b4400,"Find me machine wash men's pants with relaxed fit with color: grey, and size: 34w x 32l, and price lower than 70.00 dollars.",5,10.0,5.0,1.0
5e548a86-0014-4505-991c-76b0d2c6effb,"Find me non slip desks for living room with color: christmasgoo1729, and size: 19.7x31.5in+19.7x63in, and price lower than 40.00 dollars.",6,0.0,5.0,1.0
626014c5-37f2-44dc-b639-fd3a5d735544,"Find me machine wash men's pants with relaxed fit with color: navy, and size: 40w x 34l, and price lower than 70.00 dollars.",5,10.0,5.0,1.0
64cc71a5-418a-4ec6-8079-4e69aca3000b,"Find me machine wash men's dress shirts with polyester heathers, heathers cotton, cotton heather, needle sleeve, classic fit with color: black, and fit type: youth, and size: medium, and price lower than 30.00 dollars.",6,10.0,6.0,1.0
65b8299d-7c6e-455b-b22b-15ce8168fc03,"Find me machine wash men's dress shirts with cotton spandex, classic fit, short sleeve with color: monaco blue, and size: medium, and price lower than 70.00 dollars.",6,10.0,5.0,1.0
690d84cc-b8ee-4543-b2e2-ce985fd93c2f,"Find me non slip, easy clean, easy use lip care for oral hygiene with size: 0.7mm, and price lower than 40.00 dollars.",4,10.0,4.0,1.0
6ca0650f-1017-4926-8e47-120f111e2a8b,"Find me hand wash men's sleep & lounge with long sleeve, elastic waistband for daily wear with color: multi 9, and size: medium, and price lower than 80.00 dollars.",5,10.0,5.0,1.0
6d551574-925b-47c1-84d9-df31c6fd431b,"Find me hand wash women's sweaters with long sleeve, stretch fabric, polyester spandex for teen girls, daily wear with color: xnj-tshirt345-black, and size: large, and price lower than 50.00 dollars.",5,10.0,5.0,1.0
6d7e5497-d0c9-4d44-b007-ac421a94583b,"Find me high power, non slip binoculars & scopes for bird watching with style: 10x50 hd binoculars, and price lower than 170.00 dollars.",5,10.0,5.0,0.8
7011b905-9abf-4c01-af60-993ba8261096,"Find me home office furniture sets for dining room, living room with color: navy | red, and item shape: round, and size: 3 ft 7 in x 5 ft 2 in, and price lower than 70.00 dollars.",6,0.0,6.0,1.0
709ca73b-b371-488e-8210-7abde7845224,"Find me wash cold, machine wash men's shirts with polyester heathers, heathers cotton, cotton heather, needle sleeve, classic fit with color: cranberry, and fit type: youth, and size: x-large, and price lower than 50.00 dollars.",7,10.0,6.0,1.0
73214770-2896-49f9-ba32-85e7425450bf,"Find me machine wash men's pants with relaxed fit with color: grey, and size: 34w x 32l, and price lower than 70.00 dollars.",5,10.0,5.0,1.0
74f252b8-f8d8-4664-b209-d570bd845670,"Find me hand wash women's sweaters with long sleeve, stretch fabric, polyester spandex for teen girls, daily wear with color: xnj-tshirt345-black, and size: large, and price lower than 50.00 dollars.",6,10.0,5.0,1.0
7c05b877-14e6-4b38-a1fe-53b873bc08e2,"Find me high power, non slip binoculars & scopes for bird watching with style: 10x50 hd binoculars, and price lower than 170.00 dollars.",5,10.0,5.0,0.8
7cd2322b-4dda-4495-a7a7-754c7826f6e2,"Find me machine wash men's dress shirts with cotton spandex, classic fit, short sleeve with color: monaco blue, and size: medium, and price lower than 70.00 dollars.",5,10.0,5.0,1.0
7dc50410-e431-4585-8ea1-6e226a1d01ae,"Find me home office furniture sets for dining room, living room with color: taupe | orange, and item shape: runner, and size: 7 ft 9 in x 10 ft 8 in, and price lower than 70.00 dollars.",15,0.0,15.0,1.0
7fab8bf8-a636-43f0-9549-8673857145f2,"Find me home office furniture sets for dining room, living room with color: taupe | orange, and item shape: runner, and size: 7 ft 9 in x 10 ft 8 in, and price lower than 70.00 dollars.",11,10.0,10.0,0.9090909090909091
8615b1f5-215d-45a7-a3af-d98e69f1b1dc,"Find me machine wash men's dress shirts with cotton spandex, classic fit, short sleeve with color: black, and size: 2x, and price lower than 50.00 dollars.",5,10.0,5.0,1.0
88394458-7e6e-4bf2-a158-87bd8ecc1351,"Find me machine wash men's pants with relaxed fit with color: navy, and size: 40w x 34l, and price lower than 70.00 dollars.",6,10.0,5.0,1.0
889c48bc-c541-4ece-84bd-a8ab49dcd399,"Find me home office furniture sets for dining room, living room with color: taupe | orange, and item shape: runner, and size: 7 ft 9 in x 10 ft 8 in, and price lower than 70.00 dollars.",7,10.0,7.0,0.8571428571428571
8a10d368-ae07-4cf5-a38c-d1c8cc9cb305,"Find me hand wash men's sleep & lounge with long sleeve, elastic waistband for daily wear with color: multi 9, and size: medium, and price lower than 80.00 dollars.",6,10.0,5.0,1.0
8aa0b227-0833-4177-a85f-37a3a0738b0e,"Find me high power, non slip binoculars & scopes for bird watching with style: 10x50 hd binoculars, and price lower than 170.00 dollars.",5,10.0,4.0,1.0
8c04b6df-e597-484e-8790-101ee2594adf,"Find me high power, non slip binoculars & scopes for bird watching with style: 10x50 hd binoculars, and price lower than 170.00 dollars.",4,10.0,4.0,0.75
8d4d1b46-15ef-485e-8aaf-c18624923319,"Find me machine wash men's dress shirts with cotton spandex, classic fit, short sleeve with color: monaco blue, and size: medium, and price lower than 70.00 dollars.",5,10.0,5.0,0.8
9038020a-7715-4350-b0be-391f359822aa,"Find me home office furniture sets for dining room, living room with color: navy | red, and item shape: round, and size: 3 ft 7 in x 5 ft 2 in, and price lower than 70.00 dollars.",6,0.0,5.0,0.8333333333333334
90791b49-e16d-401e-8b30-61a8aef38ded,"Find me non slip, easy clean, easy use lip care for oral hygiene with size: 0.7mm, and price lower than 40.00 dollars.",5,10.0,4.0,1.0
92fb8a69-428d-46e2-8ba7-c7cbb22b75d3,"Find me non slip, easy clean, easy use lip care for oral hygiene with size: 0.7mm, and price lower than 40.00 dollars.",4,10.0,4.0,1.0
9328a24e-1ba7-485d-9058-fdf32bdfb592,"Find me hand wash women's sweaters with long sleeve, stretch fabric, polyester spandex for teen girls, daily wear with color: xnj-tshirt345-black, and size: large, and price lower than 50.00 dollars.",5,10.0,5.0,0.8
948bbb1e-496a-4158-8b15-21a62758a430,"Find me non slip, easy clean, easy use lip care for oral hygiene with size: 0.7mm, and price lower than 40.00 dollars.",5,10.0,4.0,1.0
9e58e7f8-570b-443c-839d-11899728a2fc,"Find me machine wash men's dress shirts with polyester heathers, heathers cotton, cotton heather, needle sleeve, classic fit with color: black, and fit type: youth, and size: medium, and price lower than 30.00 dollars.",6,10.0,6.0,1.0
9f566334-1147-49f2-8ba7-aaaa4ee2539e,"Find me hand wash women's sweaters with long sleeve, stretch fabric, polyester spandex for teen girls, daily wear with color: xnj-tshirt345-black, and size: large, and price lower than 50.00 dollars.",5,10.0,5.0,1.0
9f7633a9-6ac5-4886-b842-d5d7edd06614,"Find me non slip, easy clean, easy use lip care for oral hygiene with size: 0.7mm, and price lower than 40.00 dollars.",4,10.0,4.0,1.0
a0c755bb-47fa-43b6-abb7-5e4d4bab9f8e,"Find me hand wash men's sleep & lounge with long sleeve, elastic waistband for daily wear with color: multi 9, and size: medium, and price lower than 80.00 dollars.",5,10.0,5.0,1.0
a2a879b4-0b76-4cd2-9acf-e3ba0a0efdc5,"Find me non slip desks for living room with color: christmasgoo1729, and size: 19.7x31.5in+19.7x63in, and price lower than 40.00 dollars.",5,0.0,5.0,1.0
aa799c7a-e5c4-492c-a762-d1e404218074,"Find me non slip desks for living room with color: christmasgoo3302, and size: 19.7x31.5in+19.7x63in, and price lower than 50.00 dollars.",5,0.0,5.0,1.0
acf4dd39-3773-4677-b65d-f74e53acc608,"Find me non slip, easy clean, easy use lip care for oral hygiene with size: 0.7mm, and price lower than 40.00 dollars.",4,10.0,4.0,1.0
afed0c13-4e80-4fdd-8a9e-85aec1f57c4d,"Find me machine wash men's dress shirts with cotton spandex, classic fit, short sleeve with color: monaco blue, and size: medium, and price lower than 70.00 dollars.",6,10.0,5.0,1.0
aff1909b-f200-4dbf-80bc-b62a3814d860,"Find me high power, non slip binoculars & scopes for bird watching with style: 10x50 hd binoculars, and price lower than 170.00 dollars.",4,10.0,4.0,1.0
b05e9a1c-7f6f-482c-8cfa-54e614006370,"Find me hand wash women's sweaters with long sleeve, stretch fabric, polyester spandex for teen girls, daily wear with color: xnj-tshirt345-black, and size: large, and price lower than 50.00 dollars.",6,10.0,5.0,1.0
b1020878-e4da-4653-a2f9-9bb0b891ff17,"Find me home office furniture sets for dining room, living room with color: navy | red, and item shape: round, and size: 3 ft 7 in x 5 ft 2 in, and price lower than 70.00 dollars.",15,0.0,15.0,0.9333333333333333
b192d1af-8806-4309-ae1d-f54b251cd583,"Find me home office furniture sets for dining room, living room with color: navy | red, and item shape: round, and size: 3 ft 7 in x 5 ft 2 in, and price lower than 70.00 dollars.",16,0.0,15.0,0.9375
b2ebc295-a848-4918-a398-c4b29c041cf7,"Find me machine wash men's pants with relaxed fit with color: grey, and size: 34w x 32l, and price lower than 70.00 dollars.",6,10.0,5.0,1.0
b947a562-4ea7-4feb-b894-aeaeddbb8dc4,"Find me home office furniture sets for dining room, living room with color: taupe | orange, and item shape: runner, and size: 7 ft 9 in x 10 ft 8 in, and price lower than 70.00 dollars.",15,0.0,15.0,0.9333333333333333
bbd43c7d-2699-4cc1-a922-f94a3bb39993,"Find me slip resistant, non slip men's loafers & slip-ons with rubber outsole, rubber sole with color: black2626, and size: 10.5, and price lower than 50.00 dollars.",12,0.0,11.0,0.9166666666666666
bc35716d-1dfa-43fd-a369-5f93730785cf,"Find me machine wash men's pants with relaxed fit with color: navy, and size: 40w x 34l, and price lower than 70.00 dollars.",5,10.0,5.0,1.0
bc54a45f-c13e-4c56-a809-bedd5fa86083,"Find me non slip desks for living room with color: christmasgoo3302, and size: 19.7x31.5in+19.7x63in, and price lower than 50.00 dollars.",6,0.0,5.0,1.0
c0b6c976-6f2f-40d1-b13c-fcc7c84e7087,"Find me non slip desks for living room with color: christmasgoo1729, and size: 19.7x31.5in+19.7x63in, and price lower than 40.00 dollars.",5,0.0,5.0,1.0
c1e05815-21e4-4921-a42f-9cce8a442673,"Find me machine wash men's dress shirts with cotton spandex, classic fit, short sleeve with color: black, and size: 2x, and price lower than 50.00 dollars.",5,10.0,5.0,1.0
c309c5d8-cacd-4ddf-acde-d73c6cfa8d83,"Find me home office furniture sets for dining room, living room with color: taupe | orange, and item shape: runner, and size: 7 ft 9 in x 10 ft 8 in, and price lower than 70.00 dollars.",16,0.0,15.0,1.0
c5a9df23-50e7-4652-9b1f-79ea8710d4ba,"Find me home office furniture sets for dining room, living room with color: navy | red, and item shape: round, and size: 3 ft 7 in x 5 ft 2 in, and price lower than 70.00 dollars.",12,10.0,12.0,1.0
c7829e95-2a08-4d3a-a1ad-cdeacb80a550,"Find me hand wash men's sleep & lounge with long sleeve, elastic waistband for daily wear with color: multi 9, and size: medium, and price lower than 80.00 dollars.",5,10.0,5.0,1.0
ca9b00ba-031a-4eec-8463-b17ec408853a,"Find me home office furniture sets for dining room, living room with color: navy | red, and item shape: round, and size: 3 ft 7 in x 5 ft 2 in, and price lower than 70.00 dollars.",13,10.0,12.0,1.0
cc095625-c3ba-4cfa-a468-e67302fdeaf5,"Find me non slip desks for living room with color: christmasgoo1729, and size: 19.7x31.5in+19.7x63in, and price lower than 40.00 dollars.",6,0.0,5.0,0.6666666666666666
cc5e2842-9b27-4d59-9560-d03adf888d73,"Find me machine wash men's dress shirts with cotton spandex, classic fit, short sleeve with color: monaco blue, and size: medium, and price lower than 70.00 dollars.",5,10.0,5.0,0.8
cd109bc6-5308-4081-9677-74137924ca60,"Find me machine wash men's dress shirts with cotton spandex, classic fit, short sleeve with color: monaco blue, and size: medium, and price lower than 70.00 dollars.",6,10.0,6.0,1.0
ce7108b9-6fe3-425b-a2fc-c3260b0b7446,"Find me machine wash men's pants with relaxed fit with color: navy, and size: 40w x 34l, and price lower than 70.00 dollars.",5,10.0,5.0,1.0
cef62ab4-5821-45d6-afdd-25f77fcd4fb3,"Find me machine wash men's dress shirts with polyester heathers, heathers cotton, cotton heather, needle sleeve, classic fit with color: black, and fit type: youth, and size: medium, and price lower than 30.00 dollars.",6,10.0,6.0,1.0
d148127f-916f-4c0b-aadd-f99c5b36e7c7,"Find me non slip desks for living room with color: christmasgoo1729, and size: 19.7x31.5in+19.7x63in, and price lower than 40.00 dollars.",6,0.0,6.0,1.0
d1a69104-60e2-4b31-a149-7e6d3c158e21,"Find me machine wash men's dress shirts with cotton spandex, classic fit, short sleeve with color: black, and size: 2x, and price lower than 50.00 dollars.",7,10.0,5.0,1.0
d27df61a-ef24-4c5a-922d-7334b6d2beb0,"Find me officially licensed, machine wash men's t-shirts with polyester heathers, heathers cotton, cotton heather, needle sleeve, classic fit with color: white, and fit type: men, and size: 3t, and price lower than 40.00 dollars.",10,0.0,9.0,1.0
d2c9f515-47d3-46f4-902d-adc144df0e6f,"Find me machine wash men's pants with relaxed fit with color: grey, and size: 34w x 32l, and price lower than 70.00 dollars.",5,10.0,5.0,1.0
d4e48b0e-9e32-4f2e-9243-3a38d63030d1,"Find me wash cold, machine wash men's shirts with polyester heathers, heathers cotton, cotton heather, needle sleeve, classic fit with color: cranberry, and fit type: youth, and size: x-large, and price lower than 50.00 dollars.",6,10.0,6.0,1.0
d5d1cb7d-c5a5-486b-92f3-a606e2fd4b8c,"Find me hand wash women's sweaters with long sleeve, stretch fabric, polyester spandex for teen girls, daily wear with color: xnj-tshirt345-black, and size: large, and price lower than 50.00 dollars.",5,10.0,5.0,1.0
d90f081c-cdd0-42e4-96a6-29cb9fe71670,"Find me slip resistant, non slip men's loafers & slip-ons with rubber outsole, rubber sole with color: black2626, and size: 10.5, and price lower than 50.00 dollars.",9,0.0,9.0,1.0
d9f053c3-efc6-4cfc-a3fe-4b7c7a32e3c8,"Find me machine wash men's dress shirts with polyester heathers, heathers cotton, cotton heather, needle sleeve, classic fit with color: black, and fit type: youth, and size: medium, and price lower than 30.00 dollars.",6,10.0,6.0,1.0
da5cd643-ab7f-426c-983b-fec88935ddc3,"Find me home office furniture sets for dining room, living room with color: taupe | orange, and item shape: runner, and size: 7 ft 9 in x 10 ft 8 in, and price lower than 70.00 dollars.",5,0.0,5.0,1.0
dc9d0dd1-668a-40c8-918d-daa40c0dca6c,"Find me slip resistant, non slip men's loafers & slip-ons with rubber outsole, rubber sole with color: black2626, and size: 10.5, and price lower than 50.00 dollars.",15,0.0,15.0,0.8666666666666667
de4d61ff-21fe-4b10-ab02-e2884f1c936d,"Find me wash cold, machine wash men's shirts with polyester heathers, heathers cotton, cotton heather, needle sleeve, classic fit with color: cranberry, and fit type: youth, and size: x-large, and price lower than 50.00 dollars.",7,10.0,6.0,1.0
df4b3988-2666-4e5b-96fc-2aa37f044de5,"Find me hand wash women's sweaters with long sleeve, stretch fabric, polyester spandex for teen girls, daily wear with color: xnj-tshirt345-black, and size: large, and price lower than 50.00 dollars.",7,10.0,5.0,1.0
dfe4f091-b0c4-46c9-9403-7d4b9b4130ac,"Find me machine wash men's dress shirts with cotton spandex, classic fit, short sleeve with color: monaco blue, and size: medium, and price lower than 70.00 dollars.",6,10.0,5.0,1.0
dfe75346-a8be-4425-82d0-2d86586197f0,"Find me non slip desks for living room with color: christmasgoo3302, and size: 19.7x31.5in+19.7x63in, and price lower than 50.00 dollars.",5,0.0,5.0,1.0
e348af9f-40b6-48d3-b87c-df83c9b9e8d4,"Find me slip resistant, non slip men's loafers & slip-ons with rubber outsole, rubber sole with color: black2626, and size: 10.5, and price lower than 50.00 dollars.",15,0.0,13.0,0.8666666666666667
e61f4d03-22df-4239-8f29-7142565b6ac4,"Find me officially licensed, machine wash men's t-shirts with polyester heathers, heathers cotton, cotton heather, needle sleeve, classic fit with color: white, and fit type: men, and size: 3t, and price lower than 40.00 dollars.",16,0.0,15.0,0.8125
e82dafe1-aae0-4ce4-bca8-360b85cccd96,"Find me officially licensed, machine wash men's t-shirts with polyester heathers, heathers cotton, cotton heather, needle sleeve, classic fit with color: white, and fit type: men, and size: 3t, and price lower than 40.00 dollars.",15,0.0,15.0,0.6666666666666666
ea54993f-7f3b-4506-be1e-19834f363a71,"Find me wash cold, machine wash men's shirts with polyester heathers, heathers cotton, cotton heather, needle sleeve, classic fit with color: cranberry, and fit type: youth, and size: x-large, and price lower than 50.00 dollars.",6,10.0,6.0,1.0
ebd0d094-c910-401f-a6ec-2a49f871ccf8,"Find me machine wash men's pants with relaxed fit with color: grey, and size: 34w x 32l, and price lower than 70.00 dollars.",6,10.0,5.0,0.8333333333333334
ec72d7d9-d5a9-430b-afc4-7e413e76bd71,"Find me machine wash men's dress shirts with cotton spandex, classic fit, short sleeve with color: black, and size: 2x, and price lower than 50.00 dollars.",5,10.0,5.0,1.0
ee50be92-7945-46db-b8e8-c570f5d34ee5,"Find me machine wash men's dress shirts with cotton spandex, classic fit, short sleeve with color: black, and size: 2x, and price lower than 50.00 dollars.",5,10.0,5.0,1.0
f02e565b-c712-4399-90c2-a5f0affbb8d0,"Find me hand wash women's sweaters with long sleeve, stretch fabric, polyester spandex for teen girls, daily wear with color: xnj-tshirt345-black, and size: large, and price lower than 50.00 dollars.",6,10.0,5.0,0.6666666666666666
f4abd88b-7afb-490c-b68c-eab31e98b858,"Find me machine wash men's pants with relaxed fit with color: navy, and size: 40w x 34l, and price lower than 70.00 dollars.",5,10.0,5.0,1.0
f60165ec-d1b4-4a7f-825a-08d5f81d5a12,"Find me non slip desks for living room with color: christmasgoo3302, and size: 19.7x31.5in+19.7x63in, and price lower than 50.00 dollars.",5,0.0,5.0,1.0
f628eff8-c396-4238-b335-2eb22898e881,"Find me non slip desks for living room with color: christmasgoo1729, and size: 19.7x31.5in+19.7x63in, and price lower than 40.00 dollars.",5,0.0,5.0,1.0
fb90e77d-79ba-4ba6-8219-a32403128f0b,"Find me machine wash men's dress shirts with cotton spandex, classic fit, short sleeve with color: black, and size: 2x, and price lower than 50.00 dollars.",5,10.0,5.0,1.0
fe6b13fe-17be-470c-875e-8a6ca4ec447e,"Find me high power, non slip binoculars & scopes for bird watching with style: 10x50 hd binoculars, and price lower than 170.00 dollars.",4,10.0,4.0,1.0
